obs_wl_air(nm)	ritz_wl_air(nm)	intens	Aki(s^-1)	Acc	Type	
"405.34368"	"405.343766"	"75"	""			
"405.352758"	"405.352755"	"4100"	""			
"405.36757"	"405.367589"	"140"	""			
"405.38415"	"405.384176"	"23"	""			
"405.40801"	"405.407728"	"78"	""			
"405.430163"	"405.430172"	"490"	""			
"405.43856"	"405.438611"	"82"	""			
"405.44109"	"405.441081"	"19"	""			
"405.52204"	"405.521998"	"22"	""			
"405.59071"	"405.590717"	"82"	""			
"405.60077"	"405.600765"	"110"	""			
"405.64004"	"405.640037"	"45"	""			
"405.66359"	"405.663592"	"100"	""			
"405.67180"	"405.671901"	"40"	""			
"405.71257"	"405.712563"	"38"	""			
"405.74782"	"405.747843"	"33"	""			
"405.794107"	"405.794086"	"250"	""			
"405.83191"	"405.831876"	"26"	""			
"405.89363"	"405.893684"	"56"	""			
"405.925277"	"405.925274"	"4000"	""			
"405.98461"	"405.984620"	"71"	""			
"406.00615"	"406.006139"	"75"	""			
"406.02410"	"406.023538"	"20"	""			
"406.162530"	"406.162521"	"160"	""			
"406.17744"	"406.177461"	"37"	""			
"406.27527"	"406.275256"	"36*"	""			
"406.30559"	"406.305590"	"27"	""			
"406.340706"	"406.340692"	"4300"	""			
"406.35010"	"406.349979"	"18"	""			
"406.433142"	"406.433155"	"2000"	""			
"406.48383"	"406.483868"	"15"	""			
"406.55507"	"406.555075"	"95"	""			
"406.561862"	"406.561866"	"220"	""			
"406.58895"	"406.588961"	"73"	""			
"406.64351"	"406.643511"	"48"	""			
"406.682184"	"406.682202"	"220"	""			
"406.69613"	"406.696153"	"64"	""			
"406.745065"	"406.745053"	"2300"	""			
"406.84702"	"406.847039"	"100"	""			
"406.87050"	"406.870543"	"44"	""			
"406.91094"	"406.910988"	"99"	""			
"406.946114"	"406.946114"	"2200"	""			
"406.94916"	"406.949237"	"50"	""			
"406.99010"	"406.990283"	"22"	""			
"407.004034"	"407.004032"	"190"	""			
"407.01161"	"407.011567"	"72"	""			
"407.023816"	"407.0238083"	"1400"	""			
"407.075587"	"407.075583"	"200"	""			
"407.07920"	"407.079096"	"37"	""			
"407.15531"	"407.155367"	"110"	""			
"407.173142"	"407.173099"	"580"	""			
"407.175119"	"407.175118"	"2000"	""			
"407.20029"	"407.200276"	"70"	""			
"407.30064"	"407.300646"	"61"	""			
"407.385616"	"407.385609"	"1100"	""			
"407.39616"	"407.396166"	"79"	""			
"407.44373"	"407.443739"	"52"	""			
"407.48235"	"407.482351"	"28"	""			
"407.550292"	"407.550279"	"3200"	""			
"407.55847"	"407.558458"	"57"	""			
"407.590688"	"407.590690"	"440"	""			
"407.76223"	"407.762224"	"100"	""			
"407.80813"	"407.808122"	"16"	""			
"407.82236"	"407.822377"	"25"	""			
"407.830142"	"407.830141"	"230"	""			
"407.85266"	"407.852638"	"34"	""			
"407.887501"	"407.887500"	"660"	""			
"407.92594"	"407.925930"	"63"	""			
"407.92756"	"407.927565"	"110"	""			
"407.970018"	"407.970017"	"210"	""			
"408.035794"	"408.035792"	"1100"	""			
"408.070561"	"408.070568"	"3700"	""			
"408.08398"	"408.083982"	"64"	""			
"408.09398"	"408.093980"	"58"	""			
"408.12420"	"408.124154"	"79"	""			
"408.136766"	"408.136760"	"2300"	""			
"408.159132"	"408.159123"	"280"	""			
"408.23169"	"408.231717"	"33"	""			
"408.24445"	"408.244444"	"98"	""			
"408.28654"	"408.286553"	"100"	""			
"408.346868"	"408.346856"	"2600"	""			
"408.38264"	"408.382618"	"51"	""			
"408.40891"	"408.408929"	"120"	""			
"408.48377"	"408.483737"	"16"	""			
"408.49526"	"408.495257"	"87"	""			
"408.525632"	"408.525633"	"920"	""			
"408.543402"	"408.543401"	"2600"	""			
"408.55558"	"408.555589"	"41"	""			
"408.60458"	"408.604579"	"57"	""			
"408.61938"	"408.619446"	"42"	""			
