obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,line_ref,Aki(s^-1),Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k
"=""603.23706""","=""0.00004""","=""603.237221""","=""0.000008""","=""290""",,"=""""","=""19227.33665""","=""35799.97381""","=""5f.6d2.7s""","=""5I*""","=""6""","=""5f.6d.7s.7p""","=""3I""","=""6"""
603.23706,4e-05,603.237221,8e-06,290,L5951,,,,,,,,,
603.2555,0.0004,603.25553,3e-05,23,L3552,,,,,,,,,
"=""603.2555""","=""0.0004""","=""603.25553""","=""0.00003""","=""23""",,"=""""","=""20522.71449""","=""37094.8488""","=""6d2.7s.7p""","=""3F*""","=""2""","=""""","=""""","=""2"""
"=""603.28723""","=""0.00003""","=""603.287255""","=""0.000006""","=""500""",,"=""""","=""12847.96912""","=""29419.23183""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""2"""
603.28723,3e-05,603.287255,6e-06,500,L18702,,,,,,,,,
603.34132,3e-05,603.341298,7e-06,430,L18702,,,,,,,,,
"=""603.34132""","=""0.00003""","=""603.341298""","=""0.000007""","=""430""",,"=""""","=""11802.93238""","=""28372.71076""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""1"""
"=""603.35179""","=""0.00007""","=""603.351645""","=""0.000022""","=""110""",,"=""""","=""17398.39526""","=""33967.8895""","=""6d3.(4F).7s""","=""""","=""3""","=""""","=""*""","=""3"""
603.35179,7e-05,603.351645,2.2e-05,110,L5951,,,,,,,,,
603.4213,0.0003,603.421182,1.8e-05,14,L12239,,,,,,,,,
"=""603.4213""","=""0.0003""","=""603.421182""","=""0.000018""","=""14""",,"=""""","=""19948.395175""","=""36515.9800""","=""6d2.7s.7p""","=""5F*""","=""4""","=""""","=""""","=""3"""
"=""603.4339""","=""0.0003""","=""603.433292""","=""0.000015""","=""16""",,"=""""","=""21539.59257""","=""38106.8449""","=""""","=""*""","=""4""","=""""","=""""","=""5"""
603.4339,0.0003,603.433292,1.5e-05,16,L12239,,,,,,,,,
603.4844,0.0003,603.484271,2.2e-05,20,L12239,,,,,,,,,
"=""603.4844""","=""0.0003""","=""603.484271""","=""0.000022""","=""20""",,"=""""","=""23916.89747""","=""40482.7503""","=""""","=""*""","=""4""","=""""","=""""","=""5"""
"=""603.519225""","=""0.000015""","=""603.519225""","=""0.000005""","=""830""",,"=""""","=""12114.36618""","=""28679.25957""","=""5f.6d.7s2""","=""1D*""","=""2""","=""""","=""""","=""2"""
603.519225,1.5e-05,603.519225,5e-06,830,L18702,,,,,,,,,
603.5365,0.0004,603.536313,2.2e-05,11,L3552,,,,,,,,,
"=""603.5365""","=""0.0004""","=""603.536313""","=""0.000022""","=""11""",,"=""""","=""20566.62381""","=""37131.0482""","=""6d2.7s.7p""","=""5D*""","=""4""","=""""","=""""","=""3"""
"=""603.5875""","=""0.0003""","=""603.587215""","=""0.000018""","=""23""",,"=""""","=""20322.26571""","=""36885.2932""","=""5f.6d.7s2""","=""1H*""","=""5""","=""""","=""""","=""4"""
603.5875,0.0003,603.587215,1.8e-05,23,L12239,,,,,,,,,
603.67622,5e-05,603.676214,4e-06,200,L5951,,,,,,,,,
"=""603.67622""","=""0.00005""","=""603.676214""","=""0.000004""","=""200""",,"=""""","=""10783.15535""","=""27343.74101""","=""6d.7s2.7p""","=""3F*""","=""2""","=""5f.6d.7s.7p""","=""5H""","=""3"""
603.769738,4e-06,603.769738,3e-06,7500,L18702,,,,,,,,,
"=""603.769738""","=""0.000004""","=""603.769738""","=""0.000003""","=""7500""",,"=""""","=""3865.473772""","=""20423.494218""","=""6d2.7s2""","=""3P""","=""1""","=""6d.7s2.7p""","=""3P*""","=""1"""
"=""603.7942""","=""0.0004""","=""603.795057""","=""0.000004""","=""35""",,"=""""","=""10414.13700""","=""26971.46312""","=""5f.6d.7s2""","=""1G*""","=""4""","=""""","=""""","=""4"""
603.7942,0.0004,603.795057,4e-06,35,L3552,,,,,,,,,
603.868038,8e-06,603.868038,4e-06,1600,L18702,,,,,,,,,
"=""603.868038""","=""0.000008""","=""603.868038""","=""0.000004""","=""1600""",,"=""""","=""8800.249723""","=""25355.57481""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""4"""
"=""603.92269""","=""0.00022""","=""603.922470""","=""0.000015""","=""51""",,"=""""","=""22399.39666""","=""38953.2296""","=""5f.6d2.7s""","=""3I*""","=""5""","=""""","=""""","=""5"""
603.92269,0.00022,603.92247,1.5e-05,51,L12239,,,,,,,,,
603.9664,0.0004,603.966331,1.8e-05,9,L12239,,,,,,,,,
"=""603.9664""","=""0.0004""","=""603.966331""","=""0.000018""","=""9""",,"=""""","=""24084.94271""","=""40637.5735""","=""6d2.7s.7p""","=""5G*""","=""6""","=""""","=""""","=""6"""
"=""604.0872""","=""0.0003""","=""604.087175""","=""0.000015""","=""27""",,"=""""","=""17224.302340""","=""33773.6219""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""1"""
604.0872,0.0003,604.087175,1.5e-05,27,L12239,,,,,,,,,
604.109,0.0003,604.10902,7e-06,36,L12239,,,,,,,,,
"=""604.1090""","=""0.0003""","=""604.109020""","=""0.000007""","=""36""",,"=""""","=""14481.86965""","=""31030.59080""","=""5f.6d.7s2""","=""3H*""","=""6""","=""6d4""","=""3G""","=""5"""
"=""604.2400""","=""0.0003""","=""604.239791""","=""0.000011""","=""16""",,"=""""","=""19588.36224""","=""36133.5019""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""5"""
604.24,0.0003,604.239791,1.1e-05,16,L12239,,,,,,,,,
604.25892,3e-05,604.258958,6e-06,460,L18702,,,,,,,,,
"=""604.25892""","=""0.00003""","=""604.258958""","=""0.000006""","=""460""",,"=""""","=""11802.93238""","=""28347.54723""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""2"""
"=""604.30468""","=""0.00005""","=""604.304705""","=""0.000007""","=""210""",,"=""""","=""15618.98461""","=""32162.34702""","=""5f.6d2.7s""","=""5H*""","=""3""","=""""","=""""","=""2"""
604.30468,5e-05,604.304705,7e-06,210,L5951,,,,,,,,,
604.3676,0.0004,604.367434,1.9e-05,23,L3552,,,,,,,,,
"=""604.3676""","=""0.0004""","=""604.367434""","=""0.000019""","=""23""",,"=""""","=""19532.41646""","=""36074.0618""","=""6d3.(2F).7s""","=""3F""","=""4""","=""""","=""*""","=""3"""
"=""604.4554""","=""0.0004""","=""604.455370""","=""0.000015""","=""93""",,"=""""","=""19273.28060""","=""35812.5195""","=""6d3.(2P).7s""","=""""","=""2""","=""""","=""*""","=""3"""
604.4554,0.0004,604.45537,1.5e-05,93,L3552,,,,,,,,,
"=""604.5246""","=""0.0004""","=""604.523902""","=""0.000011""","=""11""",,"=""""","=""19039.153374""","=""35576.5173""","=""6d.7s2.7p""","=""3P*""","=""2""","=""""","=""""","=""3"""
604.5246,0.0004,604.523902,1.1e-05,11,L3552,,,,,,,,,
"=""604.6643""","=""0.0004""","=""604.664346""","=""0.000015""","=""120""",,"=""""","=""15970.09583""","=""32503.6187""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""2"""
604.6643,0.0004,604.664346,1.5e-05,120,L3552,,,,,,,,,
604.7159,0.0004,604.71544,3e-05,11,L3552,,,,,,,,,
"=""604.7159""","=""0.0004""","=""604.71544""","=""0.00003""","=""11""",,"=""""","=""17959.89498""","=""34492.0209""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""4"""
604.7267,0.0003,604.727082,1.5e-05,25,L12239,,,,,,,,,
"=""604.7267""","=""0.0003""","=""604.727082""","=""0.000015""","=""25""",,"=""""","=""21252.60286""","=""37784.4105""","=""""","=""*""","=""2""","=""""","=""""","=""2"""
"=""604.77982""","=""0.00022""","=""604.779834""","=""0.000005""","=""62""",,"=""""","=""15493.21943""","=""32023.58511""","=""6d3.(2H).7s""","=""3H""","=""4""","=""""","=""*""","=""5"""
604.77982,0.00022,604.779834,5e-06,62,L12239,,,,,,,,,
604.7956,0.0003,604.79581,3e-05,17,L12239,,,,,,,,,
"=""604.7956""","=""0.0003""","=""604.79581""","=""0.00003""","=""17""",,"=""""","=""24701.04375""","=""41230.9729""","=""""","=""*""","=""5""","=""""","=""""","=""4"""
"=""604.905097""","=""0.000004""","=""604.905091""","=""0.000003""","=""5600""",,"=""""","=""3687.987189""","=""20214.92997""","=""6d2.7s2""","=""""","=""2""","=""6d2.7s.7p""","=""5D*""","=""3"""
604.905097,4e-06,604.905091,3e-06,5600,L18702,,,,,,,,,
"=""605.0457""","=""0.0004""","=""605.04553""","=""0.00003""","=""34""",,"=""""","=""21165.098037""","=""37688.2046""","=""5f.6d.7s2""","=""3D*""","=""3""","=""""","=""""","=""3"""
605.0457,0.0004,605.04553,3e-05,34,L3552,,,,,,,,,
605.0545,0.0004,605.053829,5e-06,11,L3552,,,,,,,,,
"=""605.0545""","=""0.0004""","=""605.053829""","=""0.000005""","=""11""",,"=""""","=""15490.077832""","=""32012.95790""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""4"""
605.098151,1.8e-05,605.098164,4e-06,640,L18702,,,,,,,,,
"=""605.098151""","=""0.000018""","=""605.098164""","=""0.000004""","=""640""",,"=""""","=""8800.249723""","=""25321.91918""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""3"""
"=""605.24453""","=""0.00018""","=""605.244414""","=""0.000004""","=""120""",,"=""""","=""10526.544406""","=""27044.22163""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""3"""
605.24453,0.00018,605.244414,4e-06,120,L12239,,,,,,,,,
605.338084,7e-06,605.338077,4e-06,2100,L18702,,,,,,,,,
"=""605.338084""","=""0.000007""","=""605.338077""","=""0.000004""","=""2100""",,"=""""","=""6362.395980""","=""22877.51748""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""1"""
605.435,0.0004,605.434941,6e-06,11,L3552,,,,,,,,,
"=""605.4350""","=""0.0004""","=""605.434941""","=""0.000006""","=""11""",,"=""""","=""14032.085336""","=""30544.56459""","=""6d.7s2.7p""","=""3D*""","=""2""","=""""","=""""","=""2"""
605.5036,0.0004,605.503579,1.5e-05,92,L3552,,,,,,,,,
"=""605.5036""","=""0.0004""","=""605.503579""","=""0.000015""","=""92""",,"=""""","=""18930.29333""","=""35440.9008""","=""6d2.7s.7p""","=""3G*""","=""3""","=""6d4""","=""""","=""3"""
"=""605.55934""","=""0.00003""","=""605.559335""","=""0.000004""","=""380""",,"=""""","=""13175.113345""","=""29684.20065""","=""5f.6d.7s2""","=""3G*""","=""4""","=""5f.6d.7s.7p""","=""5H""","=""5"""
605.55934,3e-05,605.559335,4e-06,380,L18702,,,,,,,,,
605.688,0.0003,605.688262,6e-06,32,L12239,,,,,,,,,
"=""605.6880""","=""0.0003""","=""605.688262""","=""0.000006""","=""32""",,"=""""","=""15490.077832""","=""31995.65103""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""4"""
"=""605.7171""","=""0.0003""","=""605.717190""","=""0.000022""","=""17""",,"=""""","=""25336.49797""","=""41841.2829""","=""""","=""*""","=""6""","=""""","=""""","=""6"""
605.7171,0.0003,605.71719,2.2e-05,17,L12239,,,,,,,,,
605.8439,0.0003,605.843973,1.1e-05,30,L12239,,,,,,,,,
"=""605.8439""","=""0.0003""","=""605.843973""","=""0.000011""","=""30""",,"=""""","=""19588.36224""","=""36089.6933""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""4"""
"=""605.9136""","=""0.0004""","=""605.913702""","=""0.000005""","=""120""",,"=""""","=""14465.221873""","=""30964.65395""","=""6d2.7s.7p""","=""5G*""","=""2""","=""""","=""""","=""3"""
605.9136,0.0004,605.913702,5e-06,120,L3552,,,,,,,,,
606.0958,0.0003,606.095711,1.1e-05,26,L12239,,,,,,,,,
"=""606.0958""","=""0.0003""","=""606.095711""","=""0.000011""","=""26""",,"=""""","=""18614.33811""","=""35108.8155""","=""6d2.7s.7p""","=""5D*""","=""1""","=""""","=""""","=""2"""
"=""606.15354""","=""0.00004""","=""606.153557""","=""0.000003""","=""290""",,"=""""","=""6362.395980""","=""22855.29928""","=""6d3.(4F).7s""","=""5F""","=""2""","=""""","=""*""","=""3"""
606.15354,4e-05,606.153557,3e-06,290,L18702,,,,,,,,,
606.16287,0.00022,606.162468,9e-06,51,L12239,,,,,,,,,
"=""606.16287""","=""0.00022""","=""606.162468""","=""0.000009""","=""51""",,"=""""","=""16217.482038""","=""32710.14290""","=""6d.7s2.7p""","=""1D*""","=""2""","=""""","=""""","=""2"""
"=""606.2225""","=""0.0004""","=""606.222477""","=""0.000011""","=""11""",,"=""""","=""18809.88631""","=""35300.9146""","=""6d2.7s.7p""","=""5G*""","=""4""","=""5f.6d2.7p""","=""5K""","=""5"""
606.2225,0.0004,606.222477,1.1e-05,11,L3552,,,,,,,,,
606.4289,0.0004,606.427269,2.2e-05,11,L3552,,,,,,,,,
"=""606.4289""","=""0.0004""","=""606.427269""","=""0.000022""","=""11""",,"=""""","=""22248.94952""","=""38734.4088""","=""""","=""*""","=""2""","=""""","=""""","=""3"""
"=""606.5346""","=""0.0003""","=""606.534707""","=""0.000015""","=""33""",,"=""""","=""20922.12244""","=""37404.6616""","=""""","=""*""","=""2""","=""""","=""""","=""3"""
606.5346,0.0003,606.534707,1.5e-05,33,L12239,,,,,,,,,
606.578,3e-05,606.578025,1.1e-05,600,L5951,,,,,,,,,
"=""606.57800""","=""0.00003""","=""606.578025""","=""0.000011""","=""600""",,"=""""","=""21077.152101""","=""37558.5142""","=""6d2.7s.7p""","=""5F*""","=""5""","=""""","=""""","=""4"""
"=""606.6237""","=""0.0004""","=""606.622396""","=""0.000011""","=""11""",,"=""""","=""22988.52291""","=""39468.6795""","=""5f.6d.7s.7p""","=""5G""","=""2""","=""""","=""*""","=""3"""
606.6237,0.0004,606.622396,1.1e-05,11,L12239,,,,,,,,,
606.8136,0.0004,606.81472,4e-05,11,L3552,,,,,,,,,
"=""606.8136""","=""0.0004""","=""606.81472""","=""0.00004""","=""11""",,"=""""","=""28188.34547""","=""44663.2790""","=""""","=""*""","=""6""","=""""","=""""","=""6 or 7"""
"=""606.902038""","=""0.000015""","=""606.902058""","=""0.000004""","=""920""",,"=""""","=""7280.123222""","=""23752.68579""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""2"""
606.902038,1.5e-05,606.902058,4e-06,920,L18702,,,,,,,,,
606.9673,0.0003,606.96662,4e-05,15,L12239,,,,,,,,,
"=""606.9673""","=""0.0003""","=""606.96662""","=""0.00004""","=""15""",,"=""""","=""24701.04375""","=""41171.8541""","=""""","=""*""","=""5""","=""""","=""""","=""5"""
"=""606.98403""","=""0.00022""","=""606.984349""","=""0.000015""","=""48""",,"=""""","=""17959.89498""","=""34430.2243""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""3"""
606.98403,0.00022,606.984349,1.5e-05,48,L12239,,,,,,,,,
607.03412,6e-05,607.034103,7e-06,180,L5951,,,,,,,,,
"=""607.03412""","=""0.00006""","=""607.034103""","=""0.000007""","=""180""",,"=""""","=""11877.839132""","=""28346.81854""","=""6d.7s2.7p""","=""3D*""","=""1""","=""""","=""""","=""1"""
"=""607.0458""","=""0.0004""","=""607.04537""","=""0.00003""","=""11""",,"=""""","=""22338.99484""","=""38807.6687""","=""5f.6d2.7s""","=""5G*""","=""3""","=""""","=""""","=""2"""
607.0458,0.0004,607.04537,3e-05,11,L3552,,,,,,,,,
607.15519,0.00022,607.155315,1.1e-05,52,L12239,,,,,,,,,
"=""607.15519""","=""0.00022""","=""607.155315""","=""0.000011""","=""52""",,"=""""","=""18930.29333""","=""35395.9849""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""2"""
"=""607.1802""","=""0.0004""","=""607.180503""","=""0.000022""","=""11""",,"=""""","=""19713.03109""","=""36178.0396""","=""6d3.(2F).7s""","=""3F""","=""3""","=""""","=""*""","=""4"""
607.1802,0.0004,607.180503,2.2e-05,11,L3552,,,,,,,,,
607.1981,0.0004,607.198427,1.5e-05,170,L3552,,,,,,,,,
"=""607.1981""","=""0.0004""","=""607.198427""","=""0.000015""","=""170""",,"=""""","=""20867.97560""","=""37332.4981""","=""5f.6d2.7s""","=""5I*""","=""7""","=""5f.6d2.7p ""","=""5K ""","=""6"""
"=""607.2061""","=""0.0004""","=""607.206349""","=""0.000015""","=""34""",,"=""""","=""21902.26981""","=""38366.5775""","=""5f.6d2.7s""","=""3H*""","=""4""","=""6d4""","=""""","=""4"""
607.2061,0.0004,607.206349,1.5e-05,34,L3552,,,,,,,,,
607.27993,7e-05,607.279915,2.2e-05,100,L5951,,,,,,,,,
"=""607.27993""","=""0.00007""","=""607.279915""","=""0.000022""","=""100""",,"=""""","=""21143.42198""","=""37605.7352""","=""6d3.(2H).7s""","=""1H""","=""5""","=""""","=""*""","=""4"""
"=""607.28963""","=""0.00022""","=""607.289708""","=""0.000006""","=""63""",,"=""""","=""12847.96912""","=""29310.01688""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""4"""
607.28963,0.00022,607.289708,6e-06,63,L12239,,,,,,,,,
607.3302,0.0004,607.330154,4e-06,6,L12239,,,,,,,,,
"=""607.3302""","=""0.0004""","=""607.330154""","=""0.000004""","=""6""",,"=""""","=""7280.123222""","=""23741.07467""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1"""
"=""607.3555""","=""0.0003""","=""607.356155""","=""0.000009""","=""16""",,"=""""","=""15493.21943""","=""31953.46618""","=""6d3.(2H).7s""","=""3H""","=""4""","=""""","=""*""","=""4"""
607.3555,0.0003,607.356155,9e-06,16,L12239,,,,,,,,,
607.4004,0.0003,607.400402,1.1e-05,22,L12239,,,,,,,,,
"=""607.4004""","=""0.0003""","=""607.400402""","=""0.000011""","=""22""",,"=""""","=""20322.26571""","=""36781.3134""","=""5f.6d.7s2""","=""1H*""","=""5""","=""""","=""""","=""5"""
"=""607.4221""","=""0.0004""","=""607.42201""","=""0.00003""","=""5""",,"=""""","=""19039.153374""","=""35497.6156""","=""6d.7s2.7p""","=""3P*""","=""2""","=""""","=""""","=""2"""
607.4221,0.0004,607.42201,3e-05,5,L12239,,,,,,,,,
607.6987,0.0003,607.697555,1.9e-05,18,L12239,,,,,,,,,
"=""607.6987""","=""0.0003""","=""607.697555""","=""0.000019""","=""18""",,"=""""","=""17847.07751""","=""34298.0771""","=""5f.6d.7s2""","=""3P*""","=""2""","=""""","=""""","=""1"""
"=""607.710562""","=""0.000009""","=""607.710571""","=""0.000003""","=""1300""",,"=""""","=""8111.004545""","=""24561.65178""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""3"""
607.710562,9e-06,607.710571,3e-06,1300,L18702,,,,,,,,,
607.787281,7e-06,607.78728,4e-06,2200,L18702,,,,,,,,,
"=""607.787281""","=""0.000007""","=""607.787280""","=""0.000004""","=""2200""",,"=""""","=""14481.86965""","=""30930.44068""","=""5f.6d.7s2""","=""3H*""","=""6""","=""5f.6d.7s.7p""","=""5H""","=""6"""
"=""607.842121""","=""0.000011""","=""607.842128""","=""0.000006""","=""1300""",,"=""""","=""13297.43316""","=""29744.51997""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""3"""
607.842121,1.1e-05,607.842128,6e-06,1300,L18702,,,,,,,,,
607.92227,7e-06,607.922267,4e-06,2100,L18702,,,,,,,,,
"=""607.922270""","=""0.000007""","=""607.922267""","=""0.000004""","=""2100""",,"=""""","=""10526.544406""","=""26971.46312""","=""5f.6d.7s2""","=""3G*""","=""3""","=""""","=""""","=""4"""
"=""607.94724""","=""0.00004""","=""607.947238""","=""0.000006""","=""290""",,"=""""","=""14206.91694""","=""30651.16019""","=""5f.6d.7s2""","=""3F*""","=""4""","=""6d4""","=""""","=""3"""
607.94724,4e-05,607.947238,6e-06,290,L5951,,,,,,,,,
608.09,0.0004,608.089935,1.9e-05,58,L3552,,,,,,,,,
"=""608.0900""","=""0.0004""","=""608.089935""","=""0.000019""","=""58""",,"=""""","=""18549.40528""","=""34989.7897""","=""6d3.(4P).7s""","=""""","=""2""","=""""","=""*""","=""1"""
"=""608.1299""","=""0.0004""","=""608.128295""","=""0.000022""","=""11""",,"=""""","=""22401.20793""","=""38840.5553""","=""6d3.(2P).7s""","=""""","=""1""","=""""","=""*""","=""1"""
608.1299,0.0004,608.128295,2.2e-05,11,L3552,,,,,,,,,
608.2561,0.0004,608.256224,5e-06,120,L3552,,,,,,,,,
"=""608.2561""","=""0.0004""","=""608.256224""","=""0.000005""","=""120""",,"=""""","=""13297.43316""","=""29733.32304""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""5"""
"=""608.2669""","=""0.0004""","=""608.26689""","=""0.00003""","=""46""",,"=""""","=""21252.60286""","=""37688.2046""","=""""","=""*""","=""2""","=""""","=""""","=""3"""
608.2669,0.0004,608.26689,3e-05,46,L3552,,,,,,,,,
608.291,0.0004,608.29097,7e-06,23,L3552,,,,,,,,,
"=""608.2910""","=""0.0004""","=""608.290970""","=""0.000007""","=""23""",,"=""""","=""16346.64962""","=""32781.60068""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""4"""
"=""608.32432""","=""0.00022""","=""608.324229""","=""0.000022""","=""40""",,"=""""","=""20054.77119""","=""36488.8237""","=""6d3.(2F).7s""","=""3F""","=""2""","=""""","=""*""","=""2"""
608.32432,0.00022,608.324229,2.2e-05,40,L12239,,,,,,,,,
608.3533,0.0004,608.354324,1.2e-05,23,L3552,,,,,,,,,
"=""608.3533""","=""0.0004""","=""608.354324""","=""0.000012""","=""23""",,"=""""","=""13847.77037""","=""30281.0099""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""1"""
"=""608.4121""","=""0.0003""","=""608.411945""","=""0.000012""","=""34""",,"=""""","=""18614.33811""","=""35046.0213""","=""6d2.7s.7p""","=""5D*""","=""1""","=""""","=""5F""","=""1"""
608.4121,0.0003,608.411945,1.2e-05,34,L12239,,,,,,,,,
608.4486,0.0004,608.448708,6e-06,23,L3552,,,,,,,,,
"=""608.4486""","=""0.0004""","=""608.448708""","=""0.000006""","=""23""",,"=""""","=""16783.84708""","=""33214.53748""","=""5f.6d2.7s""","=""5I*""","=""4""","=""5f.6d.7s.7p""","=""3I""","=""5"""
"=""608.537468""","=""0.000007""","=""608.537473""","=""0.000005""","=""2200""",,"=""""","=""8243.602091""","=""24671.89582""","=""5f.6d.7s2""","=""3F*""","=""2""","=""6d3.(2D1).7s""","=""3D""","=""2"""
608.537468,7e-06,608.537473,5e-06,2200,L18702,,,,,,,,,
608.59566,0.00022,608.595197,8e-06,50,L12239,,,,,,,,,
"=""608.59566""","=""0.00022""","=""608.595197""","=""0.000008""","=""50""",,"=""""","=""20322.26571""","=""36749.00126""","=""5f.6d.7s2""","=""1H*""","=""5""","=""""","=""""","=""6"""
"=""608.64516""","=""0.00022""","=""608.645461""","=""0.000007""","=""50""",,"=""""","=""15736.968041""","=""32162.34702""","=""6d2.7s.7p""","=""5F*""","=""1""","=""""","=""""","=""2"""
608.64516,0.00022,608.645461,7e-06,50,L12239,,,,,,,,,
608.67022,7e-05,608.670162,7e-06,91,L5951,,,,,,,,,
"=""608.67022""","=""0.00007""","=""608.670162""","=""0.000007""","=""91""",,"=""""","=""14465.221873""","=""30889.93430""","=""6d2.7s.7p""","=""5G*""","=""2""","=""""","=""""","=""1"""
"=""608.803038""","=""0.000004""","=""608.803039""","=""0.000004""","=""4700""",,"=""""","=""8243.602091""","=""24664.72970""","=""5f.6d.7s2""","=""3F*""","=""2""","=""5f.6d.7s.7p""","=""5F""","=""3"""
608.803038,4e-06,608.803039,4e-06,4700,L18702,,,,,,,,,
608.8203,0.0004,608.82034,6e-06,110,L3552,,,,,,,,,
"=""608.8203""","=""0.0004""","=""608.820340""","=""0.000006""","=""110""",,"=""""","=""17411.224415""","=""33831.88538""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""4"""
"=""608.8459""","=""0.0004""","=""608.845304""","=""0.000015""","=""45""",,"=""""","=""18431.686609""","=""34851.6743""","=""5f.7s2.7p""","=""3G""","=""3""","=""""","=""*""","=""2"""
608.8459,0.0004,608.845304,1.5e-05,45,L3552,,,,,,,,,
"=""608.88245""","=""0.00019""","=""608.882548""","=""0.000015""","=""87""",,"=""""","=""17354.638583""","=""33773.6219""","=""5f.6d.7s2""","=""3D*""","=""1""","=""""","=""""","=""1"""
608.88245,0.00019,608.882548,1.5e-05,87,L12239,,,,,,,,,
609.0241,0.0004,609.023643,2.2e-05,11,L3552,,,,,,,,,
"=""609.0241""","=""0.0004""","=""609.023643""","=""0.000022""","=""11""",,"=""""","=""18574.61019""","=""34989.7897""","=""6d3.(2P).7s""","=""""","=""1""","=""""","=""*""","=""1"""
"=""609.04483""","=""0.00006""","=""609.044779""","=""0.000004""","=""140""",,"=""""","=""7502.287636""","=""23916.89747""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""4"""
609.04483,6e-05,609.044779,4e-06,140,L5951,,,,,,,,,
609.0607,0.0004,609.060457,7e-06,22,L3552,,,,,,,,,
"=""609.0607""","=""0.0004""","=""609.060457""","=""0.000007""","=""22""",,"=""""","=""13297.43316""","=""29711.62048""","=""6d3.(2G).7s""","=""3G""","=""4""","=""""","=""*""","=""5"""
"=""609.3240""","=""0.0004""","=""609.323463""","=""0.000008""","=""91""",,"=""""","=""18809.88631""","=""35216.98873""","=""6d2.7s.7p""","=""5G*""","=""4""","=""""","=""""","=""5"""
609.324,0.0004,609.323463,8e-06,91,L3552,,,,,,,,,
609.3558,0.0004,609.355401,1.9e-05,11,L3552,,,,,,,,,
"=""609.3558""","=""0.0004""","=""609.355401""","=""0.000019""","=""11""",,"=""""","=""22877.58322""","=""39283.8257""","=""""","=""*""","=""5""","=""""","=""""","=""4"""
"=""609.3813""","=""0.0004""","=""609.380461""","=""0.000023""","=""57""",,"=""""","=""19273.28060""","=""35678.8484""","=""6d3.(2P).7s""","=""""","=""2""","=""""","=""*""","=""1"""
609.3813,0.0004,609.380461,2.3e-05,57,L3552,,,,,,,,,
609.4089,0.0004,609.408328,8e-06,110,L3552,,,,,,,,,
"=""609.4089""","=""0.0004""","=""609.408328""","=""0.000008""","=""110""",,"=""""","=""12847.96912""","=""29252.78674""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""2"""
"=""609.50465""","=""0.00019""","=""609.504631""","=""0.000015""","=""95""",,"=""""","=""17398.39526""","=""33800.6209""","=""6d3.(4F).7s""","=""""","=""3""","=""""","=""*""","=""3"""
609.50465,0.00019,609.504631,1.5e-05,95,L12239,,,,,,,,,
609.5225,0.0003,609.522402,1.5e-05,30,L12239,,,,,,,,,
"=""609.5225""","=""0.0003""","=""609.522402""","=""0.000015""","=""30""",,"=""""","=""19039.153374""","=""35440.9008""","=""6d.7s2.7p""","=""3P*""","=""2""","=""6d4""","=""""","=""3"""
"=""609.5389""","=""0.0004""","=""609.537754""","=""0.000015""","=""11""",,"=""""","=""17398.39526""","=""33799.7296""","=""6d3.(4F).7s""","=""""","=""3""","=""""","=""*""","=""4"""
609.5389,0.0004,609.537754,1.5e-05,11,L3552,,,,,,,,,
609.5433,0.0003,609.543319,1.2e-05,26,L12239,,,,,,,,,
"=""609.5433""","=""0.0003""","=""609.543319""","=""0.000012""","=""26""",,"=""""","=""18614.33811""","=""35015.5227""","=""6d2.7s.7p""","=""5D*""","=""1""","=""""","=""""","=""2"""
