obs_wl_air(nm),unc_obs_wl,ritz_wl_air(nm),unc_ritz_wl,intens,line_ref,Aki(s^-1),Ei(cm-1),Ek(cm-1),conf_i,term_i,J_i,conf_k,term_k,J_k
"=""615.8391""","=""0.0005""","=""615.839779""","=""0.000019""","=""3""",,"=""""","=""24259.77463""","=""40493.2719""","=""""","=""*""","=""4""","=""""","=""""","=""3"""
"=""615.8829""","=""0.0004""","=""615.882290""","=""0.000008""","=""11""",,"=""""","=""18069.065569""","=""34301.44234""","=""6d.7s2.7p""","=""1F*""","=""3""","=""""","=""""","=""4"""
615.8829,0.0004,615.88229,8e-06,11,L3552,,,,,,,,,
616.135328,8e-06,616.135333,5e-06,1700,L18702,,,,,,,,,
"=""616.135328""","=""0.000008""","=""616.135333""","=""0.000005""","=""1700""",,"=""""","=""15490.077832""","=""31715.78811""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""6"""
"=""616.1649""","=""0.0003""","=""616.163333""","=""0.000016""","=""16""",,"=""""","=""22141.60454""","=""38366.5775""","=""""","=""*""","=""3""","=""6d4""","=""""","=""4"""
616.1649,0.0003,616.163333,1.6e-05,16,L12239,,,,,,,,,
616.17651,8e-05,616.176487,1.6e-05,100,L5951,,,,,,,,,
"=""616.17651""","=""0.00008""","=""616.176487""","=""0.000016""","=""100""",,"=""""","=""19986.16721""","=""36210.7938""","=""5f.6d2.7s""","=""5H*""","=""6""","=""""","=""""","=""5"""
"=""616.217005""","=""0.000011""","=""616.21722""","=""0.00004""","=""5200bl""",,"=""""","=""23741.07467""","=""39964.6289""","=""""","=""*""","=""1""","=""""","=""""","=""2"""
616.217005,1.1e-05,616.21722,4e-05,5200bl,L5951,,,,,,,,,
616.2261,0.0004,616.226218,1.6e-05,23,L3552,,,,,,,,,
"=""616.2261""","=""0.0004""","=""616.226218""","=""0.000016""","=""23""",,"=""""","=""17073.80916""","=""33297.1264""","=""6d3.(4P).7s""","=""""","=""1""","=""""","=""*""","=""2"""
"=""616.2456""","=""0.0004""","=""616.245489""","=""0.000016""","=""46""",,"=""""","=""17959.89498""","=""34182.7049""","=""6d3.(4F).7s""","=""3F""","=""4""","=""""","=""*""","=""5"""
616.2456,0.0004,616.245489,1.6e-05,46,L3552,,,,,,,,,
616.28515,0.00023,616.285557,9e-06,42,L12239,,,,,,,,,
"=""616.28515""","=""0.00023""","=""616.285557""","=""0.000009""","=""42""",,"=""""","=""11802.93238""","=""28024.68756""","=""6d3.(4P).7s""","=""5P""","=""2""","=""""","=""*""","=""1"""
"=""616.29699""","=""0.00005""","=""616.296934""","=""0.000006""","=""200""",,"=""""","=""13088.56115""","=""29310.01688""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""4"""
616.29699,5e-05,616.296934,6e-06,200,L5951,,,,,,,,,
616.3207,0.0003,616.3204,5e-05,27,L12239,,,,,,,,,
"=""616.3207""","=""0.0003""","=""616.32040""","=""0.00005""","=""27""",,"=""""","=""25806.5369""","=""42027.3749""","=""""","=""*""","=""1 or 2""","=""6d4""","=""1D""","=""2"""
616.37269,0.00015,616.372529,9e-06,200,L12239,,,,,,,,,
"=""616.37269""","=""0.00015""","=""616.372529""","=""0.000009""","=""200""",,"=""""","=""18930.29333""","=""35149.75961""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""2"""
616.3905,0.0003,616.389702,1.9e-05,28,L12239,,,,,,,,,
"=""616.3905""","=""0.0003""","=""616.389702""","=""0.000019""","=""28""",,"=""""","=""22163.13360""","=""38382.1480""","=""""","=""*""","=""4""","=""""","=""""","=""3"""
"=""616.447940""","=""0.000004""","=""616.447944""","=""0.000003""","=""5700""",,"=""""","=""0.000000""","=""16217.482038""","=""6d2.7s2""","=""3F""","=""2""","=""6d.7s2.7p""","=""1D*""","=""2"""
616.44794,4e-06,616.447944,3e-06,5700,L18702,,,,,,,,,
616.4842,0.0004,616.484286,1.6e-05,92,L3552,,,,,,,,,
"=""616.4842""","=""0.0004""","=""616.484286""","=""0.000016""","=""92""",,"=""""","=""15863.88829""","=""32080.4143""","=""6d3.(2D2).7s""","=""""","=""2""","=""""","=""*""","=""1"""
"=""616.5538""","=""0.0004""","=""616.554108""","=""0.000012""","=""46""",,"=""""","=""20566.62381""","=""36781.3134""","=""6d2.7s.7p""","=""5D*""","=""4""","=""""","=""""","=""5"""
616.5538,0.0004,616.554108,1.2e-05,46,L3552,,,,,,,,,
616.5834,6e-05,616.583489,1.2e-05,150,L5951,,,,,,,,,
"=""616.58340""","=""0.00006""","=""616.583489""","=""0.000012""","=""150""",,"=""""","=""20214.92997""","=""36428.8469""","=""6d2.7s.7p""","=""5D*""","=""3""","=""""","=""""","=""2"""
"=""616.5972""","=""0.0004""","=""616.59631""","=""0.00004""","=""7""",,"=""""","=""28188.34547""","=""44401.9252""","=""""","=""*""","=""6""","=""""","=""""","=""6 or 7"""
616.5972,0.0004,616.59631,4e-05,7,L12239,,,,,,,,,
616.65362,0.00023,616.653157,1.6e-05,51,L12239,,,,,,,,,
"=""616.65362""","=""0.00023""","=""616.653157""","=""0.000016""","=""51""",,"=""""","=""25336.49797""","=""41548.5831""","=""""","=""*""","=""6""","=""""","=""""","=""6"""
"=""616.6709""","=""0.0004""","=""616.671171""","=""0.000008""","=""45""",,"=""""","=""19588.36224""","=""35799.97381""","=""6d2.7s.7p""","=""5G*""","=""5""","=""5f.6d.7s.7p""","=""3I""","=""6"""
616.6709,0.0004,616.671171,8e-06,45,L3552,,,,,,,,,
"=""616.8482""","=""0.0004""","=""616.848142""","=""0.000023""","=""22""",,"=""""","=""21890.13254""","=""38097.0931""","=""""","=""*""","=""3""","=""""","=""""","=""2"""
616.8482,0.0004,616.848142,2.3e-05,22,L3552,,,,,,,,,
616.8838,0.0003,616.88415,1.2e-05,19,L12239,,,,,,,,,
"=""616.8838""","=""0.0003""","=""616.884150""","=""0.000012""","=""19""",,"=""""","=""19588.36224""","=""35794.3768""","=""6d2.7s.7p""","=""5G*""","=""5""","=""6d4""","=""3F1""","=""4"""
"=""616.9394""","=""0.0004""","=""616.938949""","=""0.000016""","=""11""",,"=""""","=""21902.26981""","=""38106.8449""","=""5f.6d2.7s""","=""3H*""","=""4""","=""""","=""""","=""5"""
616.9394,0.0004,616.938949,1.6e-05,11,L3552,,,,,,,,,
616.982197,3e-06,616.982198,3e-06,18000,L18702,,,,,,,,,
"=""616.982197""","=""0.000003""","=""616.982198""","=""0.000003""","=""18000""",,"=""""","=""4961.658832""","=""21165.098037""","=""6d2.7s2""","=""3F""","=""4""","=""5f.6d.7s2""","=""3D*""","=""3"""
"=""617.06556""","=""0.00007""","=""617.065539""","=""0.000004""","=""100""",,"=""""","=""7280.123222""","=""23481.37399""","=""6d2.7s2""","=""""","=""2""","=""""","=""*""","=""1"""
617.06556,7e-05,617.065539,4e-06,100,L5951,,,,,,,,,
617.0737,7e-05,617.073668,1.9e-05,110,L5951,,,,,,,,,
"=""617.07370""","=""0.00007""","=""617.073668""","=""0.000019""","=""110""",,"=""""","=""19532.41646""","=""35733.4538""","=""6d3.(2F).7s""","=""3F""","=""4""","=""""","=""*""","=""4"""
"=""617.3004""","=""0.0004""","=""617.300824""","=""0.000008""","=""23""",,"=""""","=""17411.224415""","=""33606.30012""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""2"""
617.3004,0.0004,617.300824,8e-06,23,L3552,,,,,,,,,
"=""617.3881""","=""0.0004""","=""617.388458""","=""0.000016""","=""46""",,"=""""","=""17398.39526""","=""33591.1722""","=""6d3.(4F).7s""","=""""","=""3""","=""6d3.7p""","=""5G*""","=""3"""
617.3881,0.0004,617.388458,1.6e-05,46,L3552,,,,,,,,,
617.4797,0.0004,617.479603,1.2e-05,46,L3552,,,,,,,,,
"=""617.4797""","=""0.0004""","=""617.479603""","=""0.000012""","=""46""",,"=""""","=""15970.09583""","=""32160.4826""","=""6d3.(2D2).7s""","=""""","=""3""","=""""","=""*""","=""2"""
"=""617.59586""","=""0.00015""","=""617.595869""","=""0.000005""","=""150""",,"=""""","=""13945.307389""","=""30132.64625""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""2"""
617.59586,0.00015,617.595869,5e-06,150,L12239,,,,,,,,,
"=""617.6161""","=""0.0003""","=""617.61593""","=""0.00003""","=""20""",,"=""""","=""25442.68552""","=""41629.4986""","=""""","=""*""","=""3""","=""""","=""""","=""2"""
617.6161,0.0003,617.61593,3e-05,20,L12239,,,,,,,,,
617.6494,0.0003,617.649309,6e-06,34,L12239,,,,,,,,,
"=""617.6494""","=""0.0003""","=""617.649309""","=""0.000006""","=""34""",,"=""""","=""14465.221873""","=""30651.16019""","=""6d2.7s.7p""","=""5G*""","=""2""","=""6d4""","=""""","=""3"""
"=""617.6815""","=""0.0003""","=""617.681044""","=""0.000012""","=""14""",,"=""""","=""19948.395175""","=""36133.5019""","=""6d2.7s.7p""","=""5F*""","=""4""","=""""","=""""","=""5"""
617.6815,0.0003,617.681044,1.2e-05,14,L12239,,,,,,,,,
617.7081,0.0004,617.709422,9e-06,11,L3552,,,,,,,,,
"=""617.7081""","=""0.0004""","=""617.709422""","=""0.000009""","=""11""",,"=""""","=""17224.302340""","=""33408.66553""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""3"""
"=""617.7489""","=""0.0004""","=""617.748659""","=""0.000006""","=""11""",,"=""""","=""11601.03035""","=""27784.36557""","=""6d3.(4P).7s""","=""5P""","=""1""","=""""","=""*""","=""2"""
617.7489,0.0004,617.748659,6e-06,11,L3552,,,,,,,,,
"=""617.843134""","=""0.000006""","=""617.843140""","=""0.000004""","=""2800""",,"=""""","=""8800.249723""","=""24981.11021""","=""6d3.(4F).7s""","=""5F""","=""4""","=""""","=""*""","=""3"""
617.843134,6e-06,617.84314,4e-06,2800,L18702,,,,,,,,,
617.89316,7e-05,617.893205,6e-06,110,L5951,,,,,,,,,
"=""617.89316""","=""0.00007""","=""617.893205""","=""0.000006""","=""110""",,"=""""","=""16783.84708""","=""32963.39652""","=""5f.6d2.7s""","=""5I*""","=""4""","=""""","=""""","=""5"""
"=""617.91640""","=""0.00019""","=""617.916742""","=""0.000009""","=""69""",,"=""""","=""16217.482038""","=""32396.41519""","=""6d.7s2.7p""","=""1D*""","=""2""","=""6d4""","=""3P1""","=""2"""
617.9164,0.00019,617.916742,9e-06,69,L12239,,,,,,,,,
617.95487,0.00023,617.954997,1.2e-05,37,L12239,,,,,,,,,
"=""617.95487""","=""0.00023""","=""617.954997""","=""0.000012""","=""37""",,"=""""","=""15493.21943""","=""31671.1510""","=""6d3.(2H).7s""","=""3H""","=""4""","=""""","=""*""","=""4"""
"=""617.97744""","=""0.00023""","=""617.977333""","=""0.000012""","=""55""",,"=""""","=""15736.968041""","=""31914.3149""","=""6d2.7s.7p""","=""5F*""","=""1""","=""""","=""""","=""1"""
617.97744,0.00023,617.977333,1.2e-05,55,L12239,,,,,,,,,
618.0285,0.0004,618.028023,2.3e-05,11,L3552,,,,,,,,,
"=""618.0285""","=""0.0004""","=""618.028023""","=""0.000023""","=""11""",,"=""""","=""18549.40528""","=""34725.4253""","=""6d3.(4P).7s""","=""""","=""2""","=""""","=""*""","=""3"""
"=""618.070493""","=""0.000006""","=""618.070489""","=""0.000004""","=""2400""",,"=""""","=""5563.141519""","=""21738.05013""","=""6d3.(4F).7s""","=""5F""","=""1""","=""5f.6d2.7s""","=""5G*""","=""2"""
618.070493,6e-06,618.070489,4e-06,2400,L18702,,,,,,,,,
618.1537,0.0004,618.15389,3e-05,120,L3552,,,,,,,,,
"=""618.1537""","=""0.0004""","=""618.15389""","=""0.00003""","=""120""",,"=""""","=""20922.12244""","=""37094.8488""","=""""","=""*""","=""2""","=""""","=""""","=""2"""
618.262159,3e-06,618.262159,3e-06,38000,L18702,,,,,,,,,
"=""618.262159""","=""0.000003""","=""618.262159""","=""0.000003""","=""38000""",,"=""""","=""2869.259165""","=""19039.153374""","=""6d2.7s2""","=""3F""","=""3""","=""6d.7s2.7p""","=""3P*""","=""2"""
"=""618.2830""","=""0.0004""","=""618.283870""","=""0.000008""","=""580""",,"=""""","=""13847.77037""","=""30017.09677""","=""6d3.(4F).7s""","=""3F""","=""2""","=""""","=""*""","=""3"""
618.283,0.0004,618.28387,8e-06,580,L3552,,,,,,,,,
618.3942,0.0004,618.393447,9e-06,57,L3552,,,,,,,,,
"=""618.3942""","=""0.0004""","=""618.393447""","=""0.000009""","=""57""",,"=""""","=""17224.302340""","=""33390.76362""","=""6d2.7s.7p""","=""5F*""","=""2""","=""""","=""""","=""1"""
618.478974,1.5e-05,618.478979,9e-06,830,L18702,,,,,,,,,
"=""618.478974""","=""0.000015""","=""618.478979""","=""0.000009""","=""830""",,"=""""","=""13088.56115""","=""29252.78674""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""2"""
"=""618.49875""","=""0.00019""","=""618.498828""","=""0.000004""","=""100""",,"=""""","=""8111.004545""","=""24274.71139""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""5"""
618.49875,0.00019,618.498828,4e-06,100,L12239,,,,,,,,,
"=""618.5656""","=""0.0004""","=""618.565725""","=""0.000016""","=""8""",,"=""""","=""21575.03713""","=""37736.9959""","=""6d3.(2P).7s""","=""""","=""2""","=""""","=""*""","=""2"""
618.5656,0.0004,618.565725,1.6e-05,8,L12239,,,,,,,,,
"=""618.57710""","=""0.00008""","=""618.577201""","=""0.000012""","=""93""",,"=""""","=""17398.39526""","=""33560.0542""","=""6d3.(4F).7s""","=""""","=""3""","=""""","=""*""","=""4"""
618.5771,8e-05,618.577201,1.2e-05,93,L5951,,,,,,,,,
618.6158,0.0003,618.615139,2.3e-05,22,L12239,,,,,,,,,
"=""618.6158""","=""0.0003""","=""618.615139""","=""0.000023""","=""22""",,"=""""","=""18614.33811""","=""34775.0059""","=""6d2.7s.7p""","=""5D*""","=""1""","=""""","=""""","=""1"""
"=""618.63785""","=""0.00008""","=""618.637863""","=""0.000005""","=""81""",,"=""""","=""15166.900593""","=""31326.97478""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""4"""
618.63785,8e-05,618.637863,5e-06,81,L5951,,,,,,,,,
618.6763,0.0004,618.675302,7e-06,22,L3552,,,,,,,,,
"=""618.6763""","=""0.0004""","=""618.675302""","=""0.000007""","=""22""",,"=""""","=""18930.29333""","=""35089.38959""","=""6d2.7s.7p""","=""3G*""","=""3""","=""""","=""""","=""3"""
"=""618.812501""","=""0.000004""","=""618.812503""","=""0.000003""","=""6000""",,"=""""","=""8243.602091""","=""24399.11564""","=""5f.6d.7s2""","=""3F*""","=""2""","=""5f.6d.7s.7p""","=""5H""","=""3"""
618.812501,4e-06,618.812503,3e-06,6000,L18702,,,,,,,,,
618.8863,0.0004,618.884693,8e-06,11,L3552,,,,,,,,,
"=""618.8863""","=""0.0004""","=""618.884693""","=""0.000008""","=""11""",,"=""""","=""17411.224415""","=""33564.85352""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""3"""
"=""618.91447""","=""0.00003""","=""618.914499""","=""0.000004""","=""320""",,"=""""","=""7502.287636""","=""23655.13881""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""4"""
618.91447,3e-05,618.914499,4e-06,320,L18702,,,,,,,,,
618.9938,0.0004,618.99274,2.3e-05,9,L12239,,,,,,,,,
"=""618.9938""","=""0.0004""","=""618.992740""","=""0.000023""","=""9""",,"=""""","=""25690.47345""","=""41841.2829""","=""""","=""*""","=""5""","=""""","=""""","=""6"""
"=""619.07095""","=""0.00015""","=""619.070911""","=""0.000004""","=""140""",,"=""""","=""8111.004545""","=""24259.77463""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""4"""
619.07095,0.00015,619.070911,4e-06,140,L12239,,,,,,,,,
619.07705,0.00023,619.07697,3e-05,53,L12239,,,,,,,,,
"=""619.07705""","=""0.00023""","=""619.07697""","=""0.00003""","=""53""",,"=""""","=""21539.59257""","=""37688.2046""","=""""","=""*""","=""4""","=""""","=""""","=""3"""
"=""619.1261""","=""0.0004""","=""619.125943""","=""0.000012""","=""22""",,"=""""","=""19986.16721""","=""36133.5019""","=""5f.6d2.7s""","=""5H*""","=""6""","=""""","=""""","=""5"""
619.1261,0.0004,619.125943,1.2e-05,22,L3552,,,,,,,,,
619.190522,4e-06,619.190522,3e-06,5900,L18702,,,,,,,,,
"=""619.190522""","=""0.000004""","=""619.190522""","=""0.000003""","=""5900""",,"=""""","=""6362.395980""","=""22508.04658""","=""6d3.(4F).7s""","=""5F""","=""2""","=""6d2.7s.7p""","=""5P*""","=""2"""
"=""619.31786""","=""0.00023""","=""619.318179""","=""0.000016""","=""58""",,"=""""","=""21594.67329""","=""37736.9959""","=""6d3.(2F).7s""","=""1F""","=""3""","=""""","=""*""","=""2"""
619.31786,0.00023,619.318179,1.6e-05,58,L12239,,,,,,,,,
619.329,0.0004,619.32888,3e-05,22,L3552,,,,,,,,,
"=""619.3290""","=""0.0004""","=""619.32888""","=""0.00003""","=""22""",,"=""""","=""21165.098037""","=""37307.1417""","=""5f.6d.7s2""","=""3D*""","=""3""","=""6d4""","=""""","=""3"""
"=""619.3576""","=""0.0004""","=""619.357487""","=""0.000012""","=""22""",,"=""""","=""19948.395175""","=""36089.6933""","=""6d2.7s.7p""","=""5F*""","=""4""","=""""","=""""","=""4"""
619.3576,0.0004,619.357487,1.2e-05,22,L3552,,,,,,,,,
619.4793,0.0003,619.47883,4e-05,13,L12239,,,,,,,,,
"=""619.4793""","=""0.0003""","=""619.47883""","=""0.00004""","=""13""",,"=""""","=""27266.02670""","=""43404.1631""","=""""","=""*""","=""4""","=""""","=""""","=""4"""
"=""619.4926""","=""0.0004""","=""619.49253""","=""0.00003""","=""10""",,"=""""","=""22669.88918""","=""38807.6687""","=""""","=""*""","=""3""","=""""","=""""","=""2"""
619.4926,0.0004,619.49253,3e-05,10,L12239,,,,,,,,,
619.5321,5e-05,619.532116,6e-06,230,L5951,,,,,,,,,
"=""619.53210""","=""0.00005""","=""619.532116""","=""0.000006""","=""230""",,"=""""","=""15490.077832""","=""31626.82622""","=""5f.6d.7s2""","=""3G*""","=""5""","=""""","=""""","=""5"""
"=""619.6172""","=""0.0004""","=""619.617003""","=""0.000012""","=""44""",,"=""""","=""21077.152101""","=""37211.6898""","=""6d2.7s.7p""","=""5F*""","=""5""","=""""","=""""","=""5"""
619.6172,0.0004,619.617003,1.2e-05,44,L3552,,,,,,,,,
619.6307,0.0003,619.630774,1.9e-05,17,L12239,,,,,,,,,
"=""619.6307""","=""0.0003""","=""619.630774""","=""0.000019""","=""17""",,"=""""","=""20054.77119""","=""36188.9503""","=""6d3.(2F).7s""","=""3F""","=""2""","=""""","=""*""","=""2"""
"=""619.7591""","=""0.0004""","=""619.75847""","=""0.00003""","=""11""",,"=""""","=""20522.71449""","=""36653.5692""","=""6d2.7s.7p""","=""3F*""","=""2""","=""""","=""""","=""2"""
619.7591,0.0004,619.75847,3e-05,11,L3552,,,,,,,,,
619.822259,3e-06,619.822259,3e-06,9300,L18702,,,,,,,,,
"=""619.822259""","=""0.000003""","=""619.822259""","=""0.000003""","=""9300""",,"=""""","=""3687.987189""","=""19817.18191""","=""6d2.7s2""","=""""","=""2""","=""6d2.7s.7p""","=""5P*""","=""1"""
"=""620.3169""","=""0.0004""","=""620.316832""","=""0.000008""","=""34""",,"=""""","=""17411.224415""","=""33527.55959""","=""6d.7s2.7p""","=""3D*""","=""3""","=""""","=""""","=""4"""
"=""620.349239""","=""0.000003""","=""620.349239""","=""0.000003""","=""16000""",,"=""""","=""4961.658832""","=""21077.152101""","=""6d2.7s2""","=""3F""","=""4""","=""6d2.7s.7p""","=""5F*""","=""5"""
"=""620.50180""","=""0.00006""","=""620.501842""","=""0.000006""","=""150""",,"=""""","=""16346.64962""","=""32458.17957""","=""5f.6d2.7s""","=""5H*""","=""4""","=""""","=""""","=""4"""
"=""620.586002""","=""0.000019""","=""620.586008""","=""0.000008""","=""630""",,"=""""","=""13088.56115""","=""29197.90600""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""2"""
"=""620.722000""","=""0.000003""","=""620.722000""","=""0.000003""","=""9300""",,"=""""","=""5563.141519""","=""21668.957072""","=""6d3.(4F).7s""","=""5F""","=""1""","=""6d2.7s.7p""","=""5P*""","=""1"""
"=""620.77504""","=""0.00004""","=""620.774992""","=""0.000012""","=""360""",,"=""""","=""17166.10472""","=""33270.5454""","=""6d3.(2H).7s""","=""3H""","=""5""","=""""","=""*""","=""4"""
"=""620.868725""","=""0.000019""","=""620.868680""","=""0.000004""","=""650""",,"=""""","=""11241.73043""","=""27343.74101""","=""5f.6d.7s2""","=""3F*""","=""3""","=""5f.6d.7s.7p""","=""5H""","=""3"""
"=""620.8861""","=""0.0004""","=""620.884685""","=""0.000023""","=""22""",,"=""""","=""22855.29928""","=""38956.8948""","=""""","=""*""","=""3""","=""""","=""""","=""4"""
"=""620.89861""","=""0.00008""","=""620.898663""","=""0.000004""","=""99""",,"=""""","=""7502.287636""","=""23603.52066""","=""6d3.(4F).7s""","=""5F""","=""3""","=""""","=""*""","=""2"""
"=""620.9659""","=""0.0004""","=""620.965947""","=""0.000016""","=""22""",,"=""""","=""19713.03109""","=""35812.5195""","=""6d3.(2F).7s""","=""3F""","=""3""","=""""","=""*""","=""3"""
"=""620.99496""","=""0.00008""","=""620.994991""","=""0.000006""","=""93""",,"=""""","=""15166.900593""","=""31265.63604""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""3"""
"=""621.271899""","=""0.000015""","=""621.271900""","=""0.000003""","=""850""",,"=""""","=""8111.004545""","=""24202.56462""","=""6d2.7s2""","=""1G""","=""4""","=""""","=""*""","=""4"""
"=""621.3328""","=""0.0004""","=""621.332583""","=""0.000020""","=""33""",,"=""""","=""21902.26981""","=""37992.2583""","=""5f.6d2.7s""","=""3H*""","=""4""","=""""","=""""","=""4"""
"=""621.4104""","=""0.0003""","=""621.410539""","=""0.000020""","=""20""",,"=""""","=""17073.80916""","=""33161.7792""","=""6d3.(4P).7s""","=""""","=""1""","=""""","=""*""","=""1"""
"=""621.45400""","=""0.00019""","=""621.454028""","=""0.000016""","=""82""",,"=""""","=""24561.65178""","=""40648.4960""","=""""","=""*""","=""3""","=""""","=""""","=""4"""
"=""621.6270""","=""0.0004""","=""621.627083""","=""0.000012""","=""33""",,"=""""","=""20214.92997""","=""36297.2958""","=""6d2.7s.7p""","=""5D*""","=""3""","=""""","=""""","=""4"""
"=""621.64400""","=""0.00008""","=""621.644023""","=""0.000023""","=""86""",,"=""""","=""21575.03713""","=""37656.9647""","=""6d3.(2P).7s""","=""""","=""2""","=""""","=""*""","=""3"""
"=""621.68641""","=""0.00023""","=""621.686432""","=""0.000023""","=""39""",,"=""""","=""20737.28686""","=""36818.1174""","=""""","=""*""","=""1""","=""""","=""""","=""2"""
"=""621.7439""","=""0.0004""","=""621.743957""","=""0.000006""","=""9""",,"=""""","=""14465.221873""","=""30544.56459""","=""6d2.7s.7p""","=""5G*""","=""2""","=""""","=""""","=""2"""
"=""621.75786""","=""0.00005""","=""621.757705""","=""0.000007""","=""200""",,"=""""","=""15166.900593""","=""31245.88778""","=""6d2.7s.7p""","=""5G*""","=""3""","=""""","=""""","=""2"""
"=""621.8179""","=""0.0003""","=""621.818168""","=""0.000023""","=""12""",,"=""""","=""22141.60454""","=""38219.0283""","=""""","=""*""","=""3""","=""6d4""","=""""","=""2"""
"=""621.8862""","=""0.0004""","=""621.886918""","=""0.000016""","=""22""",,"=""""","=""22877.58322""","=""38953.2296""","=""""","=""*""","=""5""","=""""","=""""","=""5"""
"=""621.9672""","=""0.0004""","=""621.966947""","=""0.000012""","=""11""",,"=""""","=""19227.33665""","=""35300.9146""","=""5f.6d2.7s""","=""5I*""","=""6""","=""5f.6d2.7p""","=""5K""","=""5"""
"=""621.97779""","=""0.00007""","=""621.977901""","=""0.000007""","=""130""",,"=""""","=""11601.03035""","=""27674.32522""","=""6d3.(4P).7s""","=""5P""","=""1""","=""""","=""*""","=""2"""
"=""622.001122""","=""0.000010""","=""622.001125""","=""0.000005""","=""1500""",,"=""""","=""9804.806547""","=""25877.50128""","=""6d3.(4F).7s""","=""5F""","=""5""","=""""","=""*""","=""4"""
"=""622.10599""","=""0.00006""","=""622.105946""","=""0.000007""","=""180""",,"=""""","=""12847.96912""","=""28917.95572""","=""6d3.(4P).7s""","=""5P""","=""3""","=""""","=""*""","=""2"""
"=""622.131939""","=""0.000015""","=""622.131917""","=""0.000007""","=""730""",,"=""""","=""13088.56115""","=""29157.87692""","=""6d3.(2G).7s""","=""3G""","=""3""","=""""","=""*""","=""3"""
"=""622.14325""","=""0.00019""","=""622.143303""","=""0.000006""","=""110""",,"=""""","=""13945.307389""","=""30014.32907""","=""6d.7s2.7p""","=""3F*""","=""3""","=""6d4""","=""""","=""4"""
"=""622.25780""","=""0.00023""","=""622.258733""","=""0.000005""","=""36""",,"=""""","=""13945.307389""","=""30011.34827""","=""6d.7s2.7p""","=""3F*""","=""3""","=""""","=""""","=""3"""
"=""622.3308""","=""0.0004""","=""622.330700""","=""0.000012""","=""54""",,"=""""","=""18809.88631""","=""34874.0693""","=""6d2.7s.7p""","=""5G*""","=""4""","=""""","=""""","=""3"""
"=""622.4043""","=""0.0004""","=""622.403990""","=""0.000023""","=""54""",,"=""""","=""21594.67329""","=""37656.9647""","=""6d3.(2F).7s""","=""1F""","=""3""","=""""","=""*""","=""3"""
"=""622.452710""","=""0.000004""","=""622.452711""","=""0.000003""","=""7800""",,"=""""","=""2869.259165""","=""18930.29333""","=""6d2.7s2""","=""3F""","=""3""","=""6d2.7s.7p""","=""3G*""","=""3"""
"=""622.4678""","=""0.0004""","=""622.468353""","=""0.000020""","=""87""",,"=""""","=""19817.18191""","=""35877.8125""","=""6d2.7s.7p""","=""5P*""","=""1""","=""6d4""","=""""","=""2"""
"=""622.5103""","=""0.0003""","=""622.510746""","=""0.000012""","=""23""",,"=""""","=""19516.98043""","=""35576.5173""","=""6d2.7s.7p""","=""5D*""","=""2""","=""""","=""""","=""3"""
"=""622.636959""","=""0.000006""","=""622.636965""","=""0.000003""","=""2300""",,"=""""","=""2558.056752""","=""18614.33811""","=""6d2.7s2""","=""3P""","=""0""","=""6d2.7s.7p""","=""5D*""","=""1"""
"=""622.71823""","=""0.00023""","=""622.718097""","=""0.000012""","=""44""",,"=""""","=""14226.82045""","=""30281.0099""","=""6d3.(2P).7s""","=""""","=""0""","=""""","=""*""","=""1"""
"=""622.8237""","=""0.0004""","=""622.82402""","=""0.00003""","=""8""",,"=""""","=""23752.68579""","=""39804.1450""","=""""","=""*""","=""2""","=""""","=""""","=""2"""
"=""623.0221""","=""0.0004""","=""623.021926""","=""0.000016""","=""10""",,"=""""","=""21738.05013""","=""37784.4105""","=""5f.6d2.7s""","=""5G*""","=""2""","=""""","=""""","=""2"""
"=""623.0548""","=""0.0004""","=""623.055599""","=""0.000012""","=""10""",,"=""""","=""19588.36224""","=""35633.8554""","=""6d2.7s.7p""","=""5G*""","=""5""","=""""","=""""","=""4"""
"=""623.0933""","=""0.0004""","=""623.093457""","=""0.000020""","=""32""",,"=""""","=""22141.60454""","=""38186.1228""","=""""","=""*""","=""3""","=""""","=""""","=""4"""
"=""623.20673""","=""0.00006""","=""623.206767""","=""0.000020""","=""150""",,"=""""","=""18549.40528""","=""34591.0064""","=""6d3.(4P).7s""","=""""","=""2""","=""""","=""*""","=""1"""
